ACCIDENT_NO,SUB_DCA_CODE,SUB_DCA_SEQ,SUB_DCA_CODE_DESC
T20150004445,V01,1,No vehicle mounted/struck
T20150004460,NRQ,0,Not Required
T20150004561,V01,0,No vehicle mounted/struck
T20150004856,V01,1,No vehicle mounted/struck
T20150005273,S01,2,Collision on first half of carriageway
T20150005426,A01,0,Vehicle entering intersection
T20150005492,NRQ,0,Not Required
T20150005566,NRQ,0,Not Required
T20150005664,B03,1,Vehicle turning left
T20150005665,N01,1,Intersection
T20150005848,D01,0,Pedestrian emerged from behind car etc
T20150006246,V01,0,No vehicle mounted/struck
T20150007105,W01,2,Leaves carriageway to left
T20150007389,W01,2,Leaves carriageway to left
T20150007477,V01,1,No vehicle mounted/struck
T20150007664,Q02,0,Tree (shrub/scrub)
T20150008101,Q02,0,Tree (shrub/scrub)
T20150008118,Z02,1,At entrance ramp/local road intersection
T20150008260,R02,0,Kerb parking - parallel
T20150008301,B02,1,Vehicle turning right
T20150008666,A03,0,Vehicle within intersection
T20150009240,A01,0,Vehicle entering intersection
T20150009656,H03,0,Vehicle foward departing
T20150009911,G01,0,Vehicle moving foward - under control
T20150010563,NRQ,0,Not Required
T20150010741,V02,1,Kerb(roadside) mounted/struck
T20150010756,NRQ,0,Not Required
T20150011624,N02,0,Mid-block
T20150011628,N02,0,Mid-block
T20150011735,Z01,1,On freeway (between interchanges)
T20150011998,Z01,1,On freeway (between interchanges)
T20150012364,NRQ,0,Not Required
T20150012557,B01,1,Vehicle going straight through
T20150012558,V01,0,No vehicle mounted/struck
T20150012566,Y01,0,Any vehicle (include trailer or parked car)
T20150012660,N02,0,Mid-block
T20150012781,V05,1,Median mounted/struck
T20150013647,I04,1,Commercial(includes shops/school/station) driveway
T20150013653,A01,0,Vehicle entering intersection
T20150013769,A01,0,Vehicle entering intersection
T20150013801,F02,0,Paved footpath
T20150013883,NRQ,0,Not Required
T20150014653,N01,1,Intersection
T20150014659,NRQ,0,Not Required
T20150014663,A01,0,Vehicle entering intersection
T20150014812,NRQ,0,Not Required
T20150015189,V01,1,No vehicle mounted/struck
T20150015957,Q04,0,Embankments
T20150016109,N02,0,Mid-block
T20150016418,V01,1,No vehicle mounted/struck
T20150016493,Q06,0,Traffic signs (No parking No standing etc)
T20150016535,NRQ,0,Not Required
T20150016618,A02,0,Vehicle leaving intersection
T20150016699,V01,1,No vehicle mounted/struck
T20150016770,N01,1,Intersection
T20150017088,L03,0,Road straight at mid-block
T20150017410,V01,0,No vehicle mounted/struck
T20150017674,H03,0,Vehicle foward departing
T20150017777,N01,1,Intersection
T20150017982,NRQ,0,Not Required
T20150018663,N01,1,Intersection
T20150018897,A02,0,Vehicle leaving intersection
T20150019027,N01,1,Intersection
T20150019272,W02,2,Leaves carriageway to right
T20150019375,NRQ,0,Not Required
T20150019588,N02,0,Mid-block
T20150019802,NRQ,0,Not Required
T20150020035,NRQ,0,Not Required
T20150020888,V01,1,No vehicle mounted/struck
T20150021066,A04,0,Vehicle in left turn slip lane
T20150021378,A01,0,Vehicle entering intersection
T20150021398,NRQ,0,Not Required
T20150021557,NRQ,0,Not Required
T20150021881,Q02,0,Tree (shrub/scrub)
T20150022361,NRQ,0,Not Required
T20150022554,Q02,0,Tree (shrub/scrub)
T20150022610,NRQ,0,Not Required
T20150022766,V01,0,No vehicle mounted/struck
T20150022766,W02,1,Leaves carriageway to right
T20150022811,W01,2,Leaves carriageway to left
T20150022910,H03,1,Vehicle foward departing
T20150022990,A01,0,Vehicle entering intersection
T20150023251,A01,0,Vehicle entering intersection
T20150023308,A01,0,Vehicle entering intersection
T20150023511,F02,0,Paved footpath
T20150023553,C01,0,Pedestrian stepped off median strip
T20150023826,Q12,0,Traffic signals(i.e.Traffic lights)
T20150023979,I04,0,Commercial(includes shops/school/station) driveway
T20150024095,NRQ,0,Not Required
T20150024270,V01,1,No vehicle mounted/struck
T20150024433,NRQ,0,Not Required
T20150024512,V01,1,No vehicle mounted/struck
T20150024558,NRQ,0,Not Required
T20150024698,Q03,0,Fences (including gates)
T20150025141,I01,2,Private driveway/laneway
T20150025285,A01,0,Vehicle entering intersection
T20150025495,Q36,0,Animals - Kangaroo or Wallaby
T20150026428,V01,1,No vehicle mounted/struck
T20150026441,NRQ,0,Not Required
T20150026518,NRQ,0,Not Required
T20150026524,V02,2,Kerb(roadside) mounted/struck
T20160000013,E04,0,Pedestrian standing
T20160000152,NRQ,0,Not Required
T20160001273,N01,1,Intersection
T20160001336,Z01,2,On freeway (between interchanges)
T20160001929,C01,1,Pedestrian stepped off median strip
T20160002585,N02,0,Mid-block
T20160002609,Q02,0,Tree (shrub/scrub)
T20160003077,N02,0,Mid-block
T20160003649,I04,1,Commercial(includes shops/school/station) driveway
T20160003880,V01,1,No vehicle mounted/struck
T20160004145,NRQ,0,Not Required
T20160004390,Q01,0,Poles (telephone/electricity)
T20160004479,NRQ,0,Not Required
T20160004563,NRQ,0,Not Required
T20160004707,Z01,1,On freeway (between interchanges)
T20160004733,Z01,2,On freeway (between interchanges)
T20160005071,NRQ,0,Not Required
T20160005337,NRQ,0,Not Required
T20160005868,A01,0,Vehicle entering intersection
T20160006620,A01,0,Vehicle entering intersection
T20160006739,V01,0,No vehicle mounted/struck
T20160007457,Z07,0,At exit ramp/local road intersection
T20160007547,N01,1,Intersection
T20160007850,N01,1,Intersection
T20160008444,N02,0,Mid-block
T20160009017,Q07,0,Guard rail
T20160009066,NRQ,0,Not Required
T20160009132,Q02,0,Tree (shrub/scrub)
T20160010040,N02,0,Mid-block
T20160010288,N01,1,Intersection
T20160010654,NRQ,0,Not Required
T20160010865,N01,1,Intersection
T20160010962,NRQ,0,Not Required
T20160011385,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20160011526,Z01,1,On freeway (between interchanges)
T20160011699,Q04,1,Embankments
T20160011814,V01,1,No vehicle mounted/struck
T20160012277,V02,1,Kerb(roadside) mounted/struck
T20160012319,L04,0,Road curved at mid-block
T20160012364,Q02,0,Tree (shrub/scrub)
T20160012446,F02,0,Paved footpath
T20160012796,V01,1,No vehicle mounted/struck
T20160013166,B02,1,Vehicle turning right
T20160013329,S01,2,Collision on first half of carriageway
T20160013368,V02,0,Kerb(roadside) mounted/struck
T20160013434,B02,1,Vehicle turning right
T20160013672,NRQ,0,Not Required
T20160014012,Q03,0,Fences (including gates)
T20160014115,A02,0,Vehicle leaving intersection
T20160014318,NRQ,0,Not Required
T20160015033,Q36,0,Animals - Kangaroo or Wallaby
T20160015232,I04,0,Commercial(includes shops/school/station) driveway
T20160015573,S01,2,Collision on first half of carriageway
T20160015684,V01,1,No vehicle mounted/struck
T20160015732,N01,1,Intersection
T20160016105,N01,1,Intersection
T20160016696,NRQ,0,Not Required
T20160016884,NRQ,0,Not Required
T20160016899,A03,0,Vehicle within intersection
T20160016909,NRQ,0,Not Required
T20160017380,NRQ,0,Not Required
T20160017742,V01,1,No vehicle mounted/struck
T20160017842,Q03,0,Fences (including gates)
T20160018151,N02,0,Mid-block
T20160018414,NRQ,0,Not Required
T20160018476,Q02,0,Tree (shrub/scrub)
T20160018842,S01,2,Collision on first half of carriageway
T20160018988,N02,0,Mid-block
T20160018994,Q07,0,Guard rail
T20160019055,Q32,0,Animals - Cattle
T20160019236,L03,0,Road straight at mid-block
T20160019248,NRQ,0,Not Required
T20160019281,A01,0,Vehicle entering intersection
T20160019401,Q02,0,Tree (shrub/scrub)
T20160019564,W01,2,Leaves carriageway to left
T20160019640,Q06,0,Traffic signs (No parking No standing etc)
T20160019782,N02,1,Mid-block
T20160019813,NRQ,0,Not Required
T20160019814,I01,0,Private driveway/laneway
T20160019938,Q01,0,Poles (telephone/electricity)
T20160020008,V01,1,No vehicle mounted/struck
T20160020248,A03,0,Vehicle within intersection
T20160020906,L01,0,Road straight at intersection
T20160021249,I04,0,Commercial(includes shops/school/station) driveway
T20160021505,N02,0,Mid-block
T20160021788,I04,1,Commercial(includes shops/school/station) driveway
T20160021800,I01,1,Private driveway/laneway
T20160022150,N02,0,Mid-block
T20160022284,I05,1,Not known
T20160022453,N01,1,Intersection
T20160023168,S02,2,Collision on second half of carriageway
T20160023796,Z07,0,At exit ramp/local road intersection
T20160023934,Z01,1,On freeway (between interchanges)
T20160023966,Q07,0,Guard rail
T20160024678,NRQ,0,Not Required
T20160024807,N02,0,Mid-block
T20160025026,NRQ,0,Not Required
T20160025190,V01,0,No vehicle mounted/struck
T20160026056,NRQ,0,Not Required
T20160026148,Q03,0,Fences (including gates)
T20160026493,NRQ,0,Not Required
T20160027316,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20160027464,Z01,0,On freeway (between interchanges)
T20160027671,I04,1,Commercial(includes shops/school/station) driveway
T20160027845,V01,1,No vehicle mounted/struck
T20170000006,A01,0,Vehicle entering intersection
T20170000011,Q02,0,Tree (shrub/scrub)
T20170000418,NRQ,0,Not Required
T20170000429,B01,0,Vehicle going straight through
T20170000836,Z01,1,On freeway (between interchanges)
T20170001151,R02,0,Kerb parking - parallel
T20170001410,A04,0,Vehicle in left turn slip lane
T20170001814,N02,0,Mid-block
T20170001962,Z02,2,At entrance ramp/local road intersection
T20170002170,A02,0,Vehicle leaving intersection
T20170002599,NRQ,0,Not Required
T20170002760,L04,0,Road curved at mid-block
T20170002899,A03,0,Vehicle within intersection
T20170002968,W02,1,Leaves carriageway to right
T20170003037,V01,0,No vehicle mounted/struck
T20170003070,L04,0,Road curved at mid-block
T20170003265,Q32,0,Animals - Cattle
T20170003332,W02,1,Leaves carriageway to right
T20170003431,V01,0,No vehicle mounted/struck
T20170003575,V01,1,No vehicle mounted/struck
T20170003592,J01,0,Boarding
T20170003996,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20170004160,I06,0,Laneway
T20170004290,W01,2,Leaves carriageway to left
T20170004842,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20170004849,B02,1,Vehicle turning right
T20170005116,N02,0,Mid-block
T20170005387,R02,0,Kerb parking - parallel
T20170005614,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20170005683,NRQ,0,Not Required
T20170006011,N01,0,Intersection
T20170006238,NRQ,0,Not Required
T20170006308,V05,1,Median mounted/struck
T20170006503,N01,1,Intersection
T20170006578,Q02,0,Tree (shrub/scrub)
T20170006617,Q01,0,Poles (telephone/electricity)
T20170006828,V01,0,No vehicle mounted/struck
T20170007111,V01,0,No vehicle mounted/struck
T20170007318,NRQ,0,Not Required
T20170007731,L03,0,Road straight at mid-block
T20170007970,Q01,0,Poles (telephone/electricity)
T20170007977,N02,0,Mid-block
T20170008018,H03,0,Vehicle foward departing
T20170008114,NRQ,0,Not Required
T20170008294,Z01,1,On freeway (between interchanges)
T20170009159,NRQ,0,Not Required
T20170009195,NRQ,0,Not Required
T20170009368,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20170009400,Q03,0,Fences (including gates)
T20170009570,V01,1,No vehicle mounted/struck
T20170010248,V05,1,Median mounted/struck
T20170010324,R02,0,Kerb parking - parallel
T20170010594,L03,0,Road straight at mid-block
T20170010598,Z01,2,On freeway (between interchanges)
T20170010755,NRQ,0,Not Required
T20170011027,NRQ,0,Not Required
T20170011084,N01,1,Intersection
T20170011330,A01,0,Vehicle entering intersection
T20170011334,N01,1,Intersection
T20170011619,NRQ,0,Not Required
T20170012649,N02,0,Mid-block
T20170012654,NRQ,0,Not Required
T20170012733,NRQ,0,Not Required
T20170013278,Q07,0,Guard rail
T20170013447,N01,1,Intersection
T20170013800,Q01,0,Poles (telephone/electricity)
T20170014340,N01,1,Intersection
T20170014445,F02,0,Paved footpath
T20170014496,NRQ,0,Not Required
T20170014540,Z09,1,At local rd I/S or M/B with RRP/RS spanning part of freeway
T20170014936,NRQ,0,Not Required
T20170015330,NRQ,0,Not Required
T20170015418,Z01,0,On freeway (between interchanges)
T20170015504,V01,1,No vehicle mounted/struck
T20170015507,S01,2,Collision on first half of carriageway
T20170015569,N02,0,Mid-block
T20170015883,A03,0,Vehicle within intersection
T20170015964,W01,2,Leaves carriageway to left
T20170015989,NRQ,0,Not Required
T20170016002,I04,0,Commercial(includes shops/school/station) driveway
T20170016041,Q02,0,Tree (shrub/scrub)
T20170016058,R02,0,Kerb parking - parallel
T20170016460,NRQ,0,Not Required
T20170016579,B02,1,Vehicle turning right
T20170016614,NRQ,0,Not Required
T20170016785,Y01,0,Any vehicle (include trailer or parked car)
T20170016875,I01,0,Private driveway/laneway
T20170016910,N02,0,Mid-block
T20170017570,W01,2,Leaves carriageway to left
T20170018056,H03,1,Vehicle foward departing
T20170018318,NRQ,0,Not Required
T20170018494,N01,1,Intersection
T20170018593,H03,0,Vehicle foward departing
T20170018626,Q02,0,Tree (shrub/scrub)
T20170018703,Q02,0,Tree (shrub/scrub)
T20170018922,NRQ,0,Not Required
T20170019056,Q02,0,Tree (shrub/scrub)
T20170019144,V01,1,No vehicle mounted/struck
T20170019411,V01,1,No vehicle mounted/struck
T20170019956,A03,0,Vehicle within intersection
T20170020064,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20170020375,NRQ,0,Not Required
T20170020495,NRQ,0,Not Required
T20170020720,A03,0,Vehicle within intersection
T20170020838,NRQ,0,Not Required
T20170020990,V01,1,No vehicle mounted/struck
T20170021059,L04,0,Road curved at mid-block
T20170021075,Y01,0,Any vehicle (include trailer or parked car)
T20170021728,NRQ,0,Not Required
T20170021865,N01,1,Intersection
T20170022119,N01,0,Intersection
T20170022281,NRQ,0,Not Required
T20170022460,I04,1,Commercial(includes shops/school/station) driveway
T20170022772,Y01,0,Any vehicle (include trailer or parked car)
T20170022801,Q12,0,Traffic signals(i.e.Traffic lights)
T20170023363,N02,0,Mid-block
T20170023367,R02,0,Kerb parking - parallel
T20170023625,N01,1,Intersection
T20170023716,N02,0,Mid-block
T20170024299,A01,0,Vehicle entering intersection
T20170024567,Q06,0,Traffic signs (No parking No standing etc)
T20170024719,L04,0,Road curved at mid-block
T20170024921,L04,0,Road curved at mid-block
T20180000094,NRQ,0,Not Required
T20180000182,NRQ,0,Not Required
T20180000305,NRQ,0,Not Required
T20180001735,V01,1,No vehicle mounted/struck
T20180001853,N02,0,Mid-block
T20180001968,Z01,1,On freeway (between interchanges)
T20180001997,Q01,0,Poles (telephone/electricity)
T20180002455,V01,0,No vehicle mounted/struck
T20180002523,B03,1,Vehicle turning left
T20180002562,NRQ,0,Not Required
T20180003001,Q01,0,Poles (telephone/electricity)
T20180003005,A01,0,Vehicle entering intersection
T20180003025,V03,1,Traffic island mounted/struck
T20180003261,B02,1,Vehicle turning right
T20180003594,N02,0,Mid-block
T20180004206,W01,1,Leaves carriageway to left
T20180004630,A01,0,Vehicle entering intersection
T20180004658,NRQ,0,Not Required
T20180005189,B01,0,Vehicle going straight through
T20180005304,NRQ,0,Not Required
T20180006326,NRQ,0,Not Required
T20180006577,Q04,0,Embankments
T20180006586,V02,1,Kerb(roadside) mounted/struck
T20180007274,N02,0,Mid-block
T20180007434,H03,0,Vehicle foward departing
T20180007707,NRQ,0,Not Required
T20180007730,V01,1,No vehicle mounted/struck
T20180007831,W02,2,Leaves carriageway to right
T20180008006,V01,1,No vehicle mounted/struck
T20180008866,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20180009000,N02,0,Mid-block
T20180009022,Q14,0,Barriers (Road Closure)
T20180009083,NRQ,0,Not Required
T20180009318,V01,1,No vehicle mounted/struck
T20180010577,V01,1,No vehicle mounted/struck
T20180010660,NRQ,0,Not Required
T20180010993,Q02,0,Tree (shrub/scrub)
T20180011133,NRQ,0,Not Required
T20180011264,Q02,0,Tree (shrub/scrub)
T20180011427,H04,1,Vehicle reverse departing
T20180012432,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20180012541,N01,1,Intersection
T20180012873,Q01,0,Poles (telephone/electricity)
T20180012945,W01,2,Leaves carriageway to left
T20180012946,NRQ,0,Not Required
T20180013716,B01,1,Vehicle going straight through
T20180013721,N02,0,Mid-block
T20180013850,NRQ,0,Not Required
T20180013917,V01,1,No vehicle mounted/struck
T20180014311,Q03,0,Fences (including gates)
T20180014859,Y01,1,Any vehicle (include trailer or parked car)
T20180014891,NRQ,0,Not Required
T20180014916,N02,0,Mid-block
T20180015091,B02,1,Vehicle turning right
T20180015393,Z01,1,On freeway (between interchanges)
T20180015591,L03,0,Road straight at mid-block
T20180015711,Q07,0,Guard rail
T20180015889,D03,0,Pedestrian emerged from behindbus
T20180016353,NRQ,0,Not Required
T20180016386,NRQ,0,Not Required
T20180016389,NRQ,0,Not Required
T20180016449,J02,1,Alighting
T20180016796,V02,1,Kerb(roadside) mounted/struck
T20180017037,NRQ,0,Not Required
T20180018414,W01,0,Leaves carriageway to left
T20180018793,NRQ,0,Not Required
T20180018808,V05,1,Median mounted/struck
T20180019097,I01,1,Private driveway/laneway
T20180019269,A02,0,Vehicle leaving intersection
T20180019343,Q01,0,Poles (telephone/electricity)
T20180019862,NRQ,0,Not Required
T20180019929,N01,1,Intersection
T20180020332,N02,0,Mid-block
T20180020582,N02,0,Mid-block
T20180020915,N02,1,Mid-block
T20180021111,NRQ,0,Not Required
T20180021233,NRQ,0,Not Required
T20180021590,Z07,0,At exit ramp/local road intersection
T20180021955,S01,2,Collision on first half of carriageway
T20180021974,B03,1,Vehicle turning left
T20180022421,NRQ,0,Not Required
T20180022539,N02,0,Mid-block
T20180022655,Q01,0,Poles (telephone/electricity)
T20180022880,M01,0,Vehicle turning through medianopening
T20180022918,NRQ,0,Not Required
T20180022961,NRQ,0,Not Required
T20180023112,N01,0,Intersection
T20180023535,A03,0,Vehicle within intersection
T20180023619,N01,1,Intersection
T20180023650,B02,1,Vehicle turning right
T20180023729,N02,0,Mid-block
T20180023938,N02,0,Mid-block
T20180024042,Q01,0,Poles (telephone/electricity)
T20180024415,NRQ,0,Not Required
T20180024532,Q06,0,Traffic signs (No parking No standing etc)
T20190000385,A01,0,Vehicle entering intersection
T20190000495,N02,0,Mid-block
T20190000761,L03,0,Road straight at mid-block
T20190000947,V01,1,No vehicle mounted/struck
T20190001001,Q03,0,Fences (including gates)
T20190001118,L03,0,Road straight at mid-block
T20190001525,NRQ,0,Not Required
T20190001986,NRQ,0,Not Required
T20190002555,H03,0,Vehicle foward departing
T20190002958,A01,0,Vehicle entering intersection
T20190003571,Q01,0,Poles (telephone/electricity)
T20190004167,NRQ,0,Not Required
T20190004522,Z01,2,On freeway (between interchanges)
T20190004725,V01,1,No vehicle mounted/struck
T20190004796,NRQ,0,Not Required
T20190004819,Z01,1,On freeway (between interchanges)
T20190004987,NRQ,0,Not Required
T20190004993,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20190005019,NRQ,0,Not Required
T20190005375,NRQ,0,Not Required
T20190006142,I06,1,Laneway
T20190006202,N02,0,Mid-block
T20190006529,V01,1,No vehicle mounted/struck
T20190006563,A01,0,Vehicle entering intersection
T20190007579,Q01,0,Poles (telephone/electricity)
T20190007704,Q01,0,Poles (telephone/electricity)
T20190008073,N02,0,Mid-block
T20190008164,V01,0,No vehicle mounted/struck
T20190009161,M01,0,Vehicle turning through medianopening
T20190009312,B01,0,Vehicle going straight through
T20190009711,NRQ,0,Not Required
T20190010032,NRQ,0,Not Required
T20190010186,NRQ,0,Not Required
T20190010890,M01,1,Vehicle turning through medianopening
T20190012026,V01,0,No vehicle mounted/struck
T20190012080,E01,0,Pedestrian playing
T20190012104,Q02,0,Tree (shrub/scrub)
T20190012229,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20190012443,A03,0,Vehicle within intersection
T20190012624,NRQ,0,Not Required
T20190013199,A03,0,Vehicle within intersection
T20190013672,NRQ,0,Not Required
T20190013870,Q02,0,Tree (shrub/scrub)
T20190014256,Q08,0,Fire hydrant
T20190014798,N01,1,Intersection
T20190015099,Q02,0,Tree (shrub/scrub)
T20190015203,A01,0,Vehicle entering intersection
T20190015397,Q01,0,Poles (telephone/electricity)
T20190015940,D03,0,Pedestrian emerged from behindbus
T20190016083,R02,0,Kerb parking - parallel
T20190016232,NRQ,0,Not Required
T20190016652,N02,0,Mid-block
T20190016776,NRQ,0,Not Required
T20190016896,Z01,0,On freeway (between interchanges)
T20190016931,N02,0,Mid-block
T20190016939,V02,1,Kerb(roadside) mounted/struck
T20190017458,NRQ,0,Not Required
T20190017501,NRQ,0,Not Required
T20190017645,V01,0,No vehicle mounted/struck
T20190018230,Q02,0,Tree (shrub/scrub)
T20190018652,A01,0,Vehicle entering intersection
T20190018667,NRQ,0,Not Required
T20190019094,A03,0,Vehicle within intersection
T20190019171,N01,1,Intersection
T20190019187,NRQ,0,Not Required
T20190019818,B01,0,Vehicle going straight through
T20190020058,Z07,0,At exit ramp/local road intersection
T20190020066,Q07,0,Guard rail
T20190020209,V01,2,No vehicle mounted/struck
T20190020557,V02,1,Kerb(roadside) mounted/struck
T20190020667,H01,0,Vehicle foward entering
T20190020904,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20190020928,A02,0,Vehicle leaving intersection
T20190021118,NRQ,0,Not Required
T20190021485,V01,1,No vehicle mounted/struck
T20190021805,V01,1,No vehicle mounted/struck
T20190022397,A01,0,Vehicle entering intersection
T20190022432,A01,0,Vehicle entering intersection
T20190022770,A01,0,Vehicle entering intersection
T20190023469,Q02,0,Tree (shrub/scrub)
T20190023514,N01,1,Intersection
T20190023539,NRQ,0,Not Required
T20190023573,N02,0,Mid-block
T20190023888,Q02,0,Tree (shrub/scrub)
T20190024106,NRQ,0,Not Required
T20190024220,N02,0,Mid-block
T20190024425,A01,0,Vehicle entering intersection
T20190024518,L01,0,Road straight at intersection
T20190024731,N01,1,Intersection
T20190024861,V01,1,No vehicle mounted/struck
T20190025550,A01,0,Vehicle entering intersection
T20190026379,NRQ,0,Not Required
T20200000059,I04,0,Commercial(includes shops/school/station) driveway
T20200000349,NRQ,0,Not Required
T20200000735,W01,1,Leaves carriageway to left
T20200000997,N02,0,Mid-block
T20200001080,NRQ,0,Not Required
T20200001117,R02,0,Kerb parking - parallel
T20200001938,NRQ,0,Not Required
T20200002169,NRQ,0,Not Required
T20200002345,Q01,0,Poles (telephone/electricity)
T20200002440,Q07,0,Guard rail
T20200002611,Q02,0,Tree (shrub/scrub)
T20200002744,Q03,0,Fences (including gates)
T20200002910,W01,2,Leaves carriageway to left
T20200002917,Q02,0,Tree (shrub/scrub)
T20200003026,NRQ,0,Not Required
T20200003193,V01,1,No vehicle mounted/struck
T20200003279,Z02,0,At entrance ramp/local road intersection
T20200003342,Q02,0,Tree (shrub/scrub)
T20200003433,V01,1,No vehicle mounted/struck
T20200003525,Q09,0,Buildings
T20200003602,V01,1,No vehicle mounted/struck
T20200004182,W01,2,Leaves carriageway to left
T20200005307,NRQ,0,Not Required
T20200005785,NRQ,0,Not Required
T20200006005,V01,1,No vehicle mounted/struck
T20200006094,NRQ,0,Not Required
T20200006427,N02,0,Mid-block
T20200007028,H04,0,Vehicle reverse departing
T20200007837,NRQ,0,Not Required
T20200008106,Q04,0,Embankments
T20200008142,N01,1,Intersection
T20200008261,Y01,0,Any vehicle (include trailer or parked car)
T20200008487,NRQ,0,Not Required
T20200008608,Q36,0,Animals - Kangaroo or Wallaby
T20200008670,NRQ,0,Not Required
T20200008834,A03,0,Vehicle within intersection
T20200008936,A01,0,Vehicle entering intersection
T20200008948,A01,0,Vehicle entering intersection
T20200009473,NRQ,0,Not Required
T20200009664,Q12,0,Traffic signals(i.e.Traffic lights)
T20200010059,NRQ,0,Not Required
T20200010261,NRQ,0,Not Required
T20200010266,V02,1,Kerb(roadside) mounted/struck
T20200010271,A01,0,Vehicle entering intersection
T20200010588,NRQ,0,Not Required
T20200010701,NRQ,0,Not Required
T20200010801,N01,1,Intersection
T20200011016,V02,1,Kerb(roadside) mounted/struck
T20200011868,N02,0,Mid-block
T20200012054,NRQ,0,Not Required
T20200012361,L03,0,Road straight at mid-block
T20200012948,Q09,0,Buildings
T20200013080,V05,1,Median mounted/struck
T20200013461,Q30,0,Protruding kerb
T20200013614,NRQ,0,Not Required
T20200013720,Q04,0,Embankments
T20200013742,Z03,1,On entrance ramp
T20200014078,Z01,1,On freeway (between interchanges)
T20200014123,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20200014426,L03,0,Road straight at mid-block
T20200014634,Q02,0,Tree (shrub/scrub)
T20200015631,Q02,0,Tree (shrub/scrub)
T20200015649,NRQ,0,Not Required
T20200015680,E04,0,Pedestrian standing
T20200015907,N01,1,Intersection
T20200015932,NRQ,0,Not Required
T20200015953,A03,0,Vehicle within intersection
T20200016137,B02,0,Vehicle turning right
T20200017159,NRQ,0,Not Required
T20200017402,V01,0,No vehicle mounted/struck
T20200017876,NRQ,0,Not Required
T20200018139,Q02,0,Tree (shrub/scrub)
T20200018368,V01,1,No vehicle mounted/struck
T20200018411,V01,0,No vehicle mounted/struck
T20200018529,Q07,1,Guard rail
T20200018562,A02,0,Vehicle leaving intersection
T20200019541,V01,1,No vehicle mounted/struck
T20200020753,V01,1,No vehicle mounted/struck
T20200021735,H04,0,Vehicle reverse departing
T20200022085,NRQ,0,Not Required
T20200022173,NRQ,0,Not Required
T20200022290,NRQ,0,Not Required
T20200022902,Z01,1,On freeway (between interchanges)
T20200023381,N01,1,Intersection
T20210000038,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20210000232,W02,2,Leaves carriageway to right
T20210000243,Q02,0,Tree (shrub/scrub)
T20210000553,H04,1,Vehicle reverse departing
T20210000676,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20210000731,A04,0,Vehicle in left turn slip lane
T20210001143,V01,1,No vehicle mounted/struck
T20210001744,Q03,0,Fences (including gates)
T20210001934,N01,1,Intersection
T20210001947,NRQ,0,Not Required
T20210002093,V01,1,No vehicle mounted/struck
T20210002268,NRQ,0,Not Required
T20210002864,H03,0,Vehicle foward departing
T20210002889,V01,1,No vehicle mounted/struck
T20210002937,Q01,0,Poles (telephone/electricity)
T20210003192,I04,0,Commercial(includes shops/school/station) driveway
T20210003504,V01,1,No vehicle mounted/struck
T20210004163,NRQ,0,Not Required
T20210004606,NRQ,0,Not Required
T20210005085,A03,0,Vehicle within intersection
T20210005453,NRQ,0,Not Required
T20210005992,Q02,0,Tree (shrub/scrub)
T20210006224,NRQ,0,Not Required
T20210006239,N02,0,Mid-block
T20210006362,V01,0,No vehicle mounted/struck
T20210006452,Z01,0,On freeway (between interchanges)
T20210007260,N01,0,Intersection
T20210007291,Q02,0,Tree (shrub/scrub)
T20210007715,NRQ,0,Not Required
T20210007740,NRQ,0,Not Required
T20210007935,V01,0,No vehicle mounted/struck
T20210008487,V02,3,Kerb(roadside) mounted/struck
T20210008743,Q06,0,Traffic signs (No parking No standing etc)
T20210008782,V01,1,No vehicle mounted/struck
T20210008984,Z02,0,At entrance ramp/local road intersection
T20210009388,NRQ,0,Not Required
T20210009661,NRQ,0,Not Required
T20210009803,V01,1,No vehicle mounted/struck
T20210009869,G01,0,Vehicle moving foward - under control
T20210010144,NRQ,0,Not Required
T20210010212,NRQ,0,Not Required
T20210011396,I06,0,Laneway
T20210011520,NRQ,0,Not Required
T20210011762,N02,0,Mid-block
T20210011908,A03,0,Vehicle within intersection
T20210012362,W01,2,Leaves carriageway to left
T20210012415,Q02,0,Tree (shrub/scrub)
T20210012663,S01,2,Collision on first half of carriageway
T20210013044,NRQ,0,Not Required
T20210013518,W02,3,Leaves carriageway to right
T20210013861,N02,1,Mid-block
T20210014074,NRQ,0,Not Required
T20210014397,A03,0,Vehicle within intersection
T20210014614,V05,1,Median mounted/struck
T20210014668,I01,1,Private driveway/laneway
T20210015556,NRQ,0,Not Required
